data/ratedate,data/currency,data/buyingrate,data/centralrate,data/sellingrate
8/4/2021,CFA,0.7222,0.7322,0.7422
8/4/2021,WAUA,583.4294,584.1425,584.8555
8/4/2021,YUAN/RENMINBI,63.3112,63.389,63.4668
8/4/2021,RIYAL,109.0873,109.2206,109.3539
8/4/2021,SOUTH AFRICAN RAND,28.6694,28.7045,28.7395
8/4/2021,DANISH KRONA,65.2707,65.3504,65.4302
8/4/2021,SDR,584.3727,585.0869,585.8011
8/3/2021,US DOLLAR,409.11,409.61,410.11
8/3/2021,POUNDS STERLING,569.522,570.2181,570.9141
8/3/2021,EURO,486.1863,486.7805,487.3747
8/3/2021,SWISS FRANC,452.7556,453.309,453.8623
8/3/2021,YEN,3.7492,3.7538,3.7583
8/3/2021,CFA,0.7235,0.7335,0.7435
8/3/2021,WAUA,584.427,585.1412,585.8555
8/3/2021,YUAN/RENMINBI,63.2847,63.3625,63.4403
8/3/2021,RIYAL,109.0873,109.2206,109.3539
8/3/2021,SOUTH AFRICAN RAND,28.3935,28.4282,28.4629
8/3/2021,DANISH KRONA,65.3551,65.435,65.5149
8/3/2021,SDR,584.1682,584.8821,585.5961
8/2/2021,US DOLLAR,409.1,409.6,410.1
8/2/2021,POUNDS STERLING,568.8126,569.5078,570.203
8/2/2021,EURO,486.2972,486.8915,487.4859
8/2/2021,SWISS FRANC,451.6948,452.2469,452.7989
8/2/2021,YEN,3.7364,3.741,3.7455
8/2/2021,CFA,0.7225,0.7325,0.7425
8/2/2021,WAUA,583.7972,584.5107,585.2242
8/2/2021,YUAN/RENMINBI,63.3028,63.3806,63.4584
8/2/2021,RIYAL,109.0817,109.215,109.3483
8/2/2021,SOUTH AFRICAN RAND,28.4032,28.4379,28.4726
8/2/2021,DANISH KRONA,65.3577,65.4376,65.5175
8/2/2021,SDR,584.1539,584.8678,585.5818
7/30/2021,US DOLLAR,409.1,409.6,410.1
7/30/2021,POUNDS STERLING,571.39,572.0883,572.7867
7/30/2021,EURO,486.379,486.9734,487.5679
7/30/2021,SWISS FRANC,451.3958,451.9475,452.4992
7/30/2021,YEN,3.7296,3.7342,3.7387
7/30/2021,CFA,0.7215,0.7315,0.7415
7/30/2021,WAUA,583.3606,584.0736,584.7866
7/30/2021,YUAN/RENMINBI,63.2979,63.3757,63.4535
7/30/2021,RIYAL,109.0788,109.2121,109.3454
7/30/2021,SOUTH AFRICAN RAND,28.0428,28.0771,28.1114
7/30/2021,DANISH KRONA,65.3755,65.4554,65.5353
7/30/2021,SDR,583.9903,584.704,585.4178
7/29/2021,US DOLLAR,409.16,409.66,410.16
7/29/2021,POUNDS STERLING,571.1055,571.8034,572.5013
7/29/2021,EURO,485.7957,486.3893,486.983
7/29/2021,SWISS FRANC,450.2201,450.7702,451.3204
7/29/2021,YEN,3.7251,3.7296,3.7342
7/29/2021,CFA,0.7174,0.7274,0.7374
7/29/2021,WAUA,581.4595,582.17,582.8806
7/29/2021,YUAN/RENMINBI,63.3317,63.4095,63.4873
7/29/2021,RIYAL,109.0919,109.2252,109.3585
7/29/2021,SOUTH AFRICAN RAND,28.0489,28.0831,28.1174
7/29/2021,DANISH KRONA,65.3036,65.3834,65.4633
7/29/2021,SDR,582.1528,582.8642,583.5756
7/28/2021,US DOLLAR,409.16,409.66,410.16
7/28/2021,POUNDS STERLING,567.8322,568.5261,569.22
7/28/2021,EURO,483.0543,483.6446,484.2349
7/28/2021,SWISS FRANC,446.8276,447.3736,447.9196
7/28/2021,YEN,3.7163,3.7208,3.7253
7/28/2021,CFA,0.7176,0.7276,0.7376
7/28/2021,WAUA,580.7934,581.5032,582.2129
7/28/2021,YUAN/RENMINBI,62.9303,63.0077,63.085
7/28/2021,RIYAL,109.0919,109.2252,109.3585
7/28/2021,SOUTH AFRICAN RAND,27.6161,27.6498,27.6836
7/28/2021,DANISH KRONA,64.9337,65.013,65.0924
7/28/2021,SDR,581.4982,582.2088,582.9194
7/27/2021,US DOLLAR,409.16,409.66,410.16
7/27/2021,EURO,483.5044,484.0952,484.6861
7/27/2021,SWISS FRANC,447.2183,447.7648,448.3113
7/27/2021,YEN,3.7196,3.7242,3.7287
7/27/2021,CFA,0.7161,0.7261,0.7361
7/27/2021,WAUA,580.9508,581.6608,582.3707
7/27/2021,YUAN/RENMINBI,62.8549,62.9322,63.0094
7/27/2021,RIYAL,109.0919,109.2252,109.3585
7/27/2021,SOUTH AFRICAN RAND,27.5662,27.5999,27.6336
7/27/2021,DANISH KRONA,64.9914,65.0708,65.1503
7/27/2021,SDR,581.6619,582.3727,583.0835
7/27/2021,POUNDS STERLING,565.4591,566.1501,566.8411
7/26/2021,US DOLLAR,409.15,409.65,410.15
7/26/2021,POUNDS STERLING,564.5452,565.2351,565.925
7/26/2021,YEN,3.7091,3.7136,3.7182
7/26/2021,CFA,0.7148,0.7248,0.7348
7/26/2021,WAUA,580.3482,581.0574,581.7666
7/26/2021,YUAN/RENMINBI,63.0996,63.1772,63.2547
7/26/2021,RIYAL,109.0863,109.2196,109.3529
7/26/2021,SOUTH AFRICAN RAND,27.6208,27.6546,27.6883
7/26/2021,DANISH KRONA,64.8703,64.9496,65.0289
7/26/2021,SDR,581.0748,581.7849,582.495
7/22/2021,US DOLLAR,409.14,409.64,410.14
7/22/2021,POUNDS STERLING,563.1812,563.8695,564.5577
7/22/2021,EURO,481.8851,482.474,483.0629
7/22/2021,SWISS FRANC,444.7657,445.3093,445.8528
7/22/2021,YEN,3.7114,3.7159,3.7204
7/22/2021,CFA,0.7151,0.7251,0.7351
7/22/2021,WAUA,580.1991,580.9082,581.6172
7/22/2021,YUAN/RENMINBI,63.2522,63.3299,63.4077
7/22/2021,RIYAL,109.0778,109.2111,109.3444
7/22/2021,DANISH KRONA,64.7732,64.8524,64.9315
7/22/2021,SOUTH AFRICAN RAND,28.0958,28.1302,28.1645
7/22/2021,SDR,581.2652,581.9755,582.6859
7/19/2021,US DOLLAR,409.13,409.63,410.13
7/19/2021,POUNDS STERLING,560.4672,561.1521,561.8371
7/19/2021,EURO,481.4642,482.0526,482.641
7/19/2021,SWISS FRANC,444.079,444.6217,445.1644
7/19/2021,YEN,3.7323,3.7368,3.7414
7/19/2021,CFA,0.717,0.727,0.737
7/19/2021,WAUA,581.3474,582.0578,582.7683
7/19/2021,YUAN/RENMINBI,63.0498,63.1274,63.2049
7/19/2021,RIYAL,109.0781,109.2114,109.3447
7/19/2021,SOUTH AFRICAN RAND,28.1906,28.225,28.2595
7/19/2021,DANISH KRONA,64.7194,64.7985,64.8776
7/19/2021,SDR,582.0693,582.7806,583.492
7/16/2021,US DOLLAR,409.13,409.63,410.13
7/16/2021,POUNDS STERLING,565.2131,565.9038,566.5946
7/16/2021,EURO,482.6097,483.1995,483.7893
7/16/2021,SWISS FRANC,444.6099,445.1532,445.6966
7/16/2021,YEN,3.7119,3.7165,3.721
7/16/2021,CFA,0.7174,0.7274,0.7374
7/16/2021,WAUA,582.1279,582.8393,583.5507
7/16/2021,YUAN/RENMINBI,63.2164,63.2942,63.3719
7/16/2021,RIYAL,109.0781,109.2114,109.3447
7/16/2021,SOUTH AFRICAN RAND,28.4308,28.4655,28.5003
7/16/2021,DANISH KRONA,64.863,64.9423,65.0216
7/16/2021,SDR,582.8466,583.5589,584.2712
7/15/2021,US DOLLAR,409.13,409.63,410.13
7/15/2021,POUNDS STERLING,567.5451,568.2387,568.9323
7/15/2021,EURO,483.2234,483.814,484.4045
7/15/2021,SWISS FRANC,446.1127,446.6579,447.2031
7/15/2021,YEN,3.7183,3.7229,3.7274
7/15/2021,CFA,0.7176,0.7276,0.7376
7/15/2021,WAUA,581.3842,582.0947,582.8052
7/15/2021,YUAN/RENMINBI,63.279,63.3568,63.4346
7/15/2021,RIYAL,109.0781,109.2114,109.3447
7/15/2021,SOUTH AFRICAN RAND,28.0832,28.1175,28.1518
7/15/2021,DANISH KRONA,64.9598,65.0392,65.1186
7/15/2021,SDR,582.1102,582.8216,583.533
7/14/2021,US DOLLAR,409.13,409.63,410.13
7/14/2021,EURO,482.978,483.5682,484.1585
7/14/2021,SWISS FRANC,445.5298,446.0743,446.6188
7/14/2021,YEN,3.7049,3.7094,3.7139
7/14/2021,WAUA,582.2179,582.9295,583.641
7/14/2021,YUAN/RENMINBI,63.3055,63.3833,63.4611
7/14/2021,RIYAL,109.081,109.2143,109.3476
7/14/2021,RIYAL,109.081,109.2143,109.3476
7/14/2021,DANISH KRONA,64.9227,65.0021,65.0814
7/14/2021,SDR,582.9693,583.6818,584.3942
7/13/2021,US DOLLAR,409.11,409.61,410.11
7/13/2021,POUNDS STERLING,566.6583,567.3508,568.0434
7/13/2021,EURO,484.5499,485.1421,485.7343
7/13/2021,SWISS FRANC,446.1396,446.6848,447.2301
7/13/2021,YEN,3.7114,3.716,3.7205
7/13/2021,CFA,0.7201,0.7301,0.7401
7/13/2021,WAUA,582.1484,582.8599,583.5714
7/13/2021,YUAN/RENMINBI,63.2524,63.3302,63.408
7/13/2021,RIYAL,109.0756,109.2089,109.3423
7/13/2021,SOUTH AFRICAN RAND,28.0474,28.0816,28.1159
7/13/2021,DANISH KRONA,65.1314,65.211,65.2906
7/13/2021,SDR,582.859,583.5714,584.2837
7/12/2021,US DOLLAR,409.11,409.61,410.11
7/12/2021,POUNDS STERLING,566.5764,567.2689,567.9613
7/12/2021,EURO,484.4681,485.0602,485.6523
7/12/2021,SWISS FRANC,446.4317,446.9773,447.5229
7/12/2021,YEN,3.7121,3.7166,3.7212
7/12/2021,CFA,0.7205,0.7305,0.7405
7/12/2021,WAUA,582.128,582.8394,583.5509
7/12/2021,YUAN/RENMINBI,63.1655,63.2432,63.3208
7/12/2021,RIYAL,109.0698,109.2031,109.3364
7/12/2021,SOUTH AFRICAN RAND,28.2515,28.286,28.3206
7/12/2021,DANISH KRONA,65.1242,65.2038,65.2833
7/12/2021,SDR,582.859,583.5714,584.2837
7/9/2021,US DOLLAR,409.11,409.61,410.11
7/9/2021,POUNDS STERLING,565.5537,566.2449,566.9361
7/9/2021,EURO,485.2454,485.8384,486.4315
7/9/2021,SWISS FRANC,447.0659,447.6123,448.1587
7/9/2021,YEN,3.7195,3.7241,3.7286
7/9/2021,CFA,0.7192,0.7292,0.7392
7/9/2021,WAUA,581.7317,582.4426,583.1536
7/9/2021,YUAN/RENMINBI,63.1382,63.2158,63.2935
7/9/2021,RIYAL,109.0698,109.2031,109.3364
7/9/2021,SOUTH AFRICAN RAND,28.7543,28.7894,28.8246
7/9/2021,DANISH KRONA,65.2353,65.315,65.3947
7/9/2021,SDR,582.4499,583.1618,583.8736
7/8/2021,US DOLLAR,409.11,409.61,410.11
7/8/2021,POUNDS STERLING,563.2626,563.951,564.6394
7/8/2021,EURO,484.9181,485.5107,486.1034
7/8/2021,SWISS FRANC,446.4804,447.0261,447.5718
7/8/2021,YEN,3.7283,3.7329,3.7374
7/8/2021,CFA,0.7188,0.7288,0.7388
7/8/2021,WAUA,581.566,582.2767,582.9875
7/8/2021,YUAN/RENMINBI,63.0458,63.1233,63.2008
7/8/2021,RIYAL,109.0727,109.206,109.3393
7/8/2021,SOUTH AFRICAN RAND,28.4739,28.5087,28.5435
7/8/2021,DANISH KRONA,65.1958,65.2755,65.3551
7/8/2021,SDR,582.409,583.1208,583.8326
7/7/2021,US DOLLAR,409.12,409.62,410.12
7/7/2021,POUNDS STERLING,566.0993,566.7912,567.483
7/7/2021,EURO,483.989,484.5805,485.172
7/7/2021,SWISS FRANC,443.1062,443.6478,444.1893
7/7/2021,YEN,3.6978,3.7023,3.7068
7/7/2021,CFA,0.7192,0.7292,0.7392
7/7/2021,WAUA,581.9665,582.6778,583.389
7/7/2021,YUAN/RENMINBI,63.2745,63.3523,63.4301
7/7/2021,RIYAL,109.0783,109.2116,109.3449
7/7/2021,SOUTH AFRICAN RAND,28.6681,28.7032,28.7382
7/7/2021,DANISH KRONA,65.0812,65.1607,65.2403
7/7/2021,SDR,582.6687,583.3808,584.0929
7/6/2021,US DOLLAR,409.12,409.62,410.12
7/6/2021,POUNDS STERLING,566.9176,567.6104,568.3033
7/6/2021,EURO,484.4799,485.072,485.6641
7/6/2021,SWISS FRANC,443.2503,443.792,444.3337
7/6/2021,YEN,3.6974,3.7019,3.7065
7/6/2021,CFA,0.7221,0.7321,0.7421
7/6/2021,WAUA,581.8622,582.5733,583.2844
7/6/2021,YUAN/RENMINBI,63.2618,63.3396,63.4173
7/6/2021,RIYAL,109.0841,109.2174,109.3508
7/6/2021,SOUTH AFRICAN RAND,28.7616,28.7968,28.8319
7/6/2021,DANISH KRONA,65.1423,65.222,65.3016
7/6/2021,SDR,582.546,583.2579,583.9699
7/5/2021,DANISH KRONA,65.2989,65.3787,65.4585
7/5/2021,SDR,582.5602,583.2722,583.9841
7/5/2021,US DOLLAR,409.13,409.63,410.13
7/5/2021,POUNDS STERLING,566.8496,567.5424,568.2351
7/5/2021,EURO,485.7191,486.3127,486.9063
7/5/2021,SWISS FRANC,443.9345,444.477,445.0195
7/5/2021,YEN,3.6905,3.695,3.6995
7/5/2021,CFA,0.7222,0.7322,0.7422
7/5/2021,WAUA,581.9048,582.616,583.3271
7/5/2021,YUAN/RENMINBI,63.3123,63.3901,63.468
7/5/2021,RIYAL,109.0868,109.2201,109.3534
7/5/2021,SOUTH AFRICAN RAND,28.7619,28.7971,28.8322
7/5/2021,DANISH KRONA,65.2989,65.3787,65.4585
7/5/2021,SDR,582.5602,583.2722,583.9841
7/2/2021,US DOLLAR,409.16,409.66,410.16
7/2/2021,POUNDS STERLING,562.3495,563.0367,563.7239
7/2/2021,EURO,483.7908,484.382,484.9732
7/2/2021,SWISS FRANC,442.0484,442.5886,443.1288
7/2/2021,YEN,3.6719,3.6764,3.6809
7/2/2021,CFA,0.7237,0.7337,0.7437
7/2/2021,WAUA,583.0749,583.7875,584.5
7/2/2021,YUAN/RENMINBI,63.1109,63.1885,63.266
7/2/2021,RIYAL,109.0919,109.2252,109.3585
7/2/2021,SOUTH AFRICAN RAND,28.3162,28.3508,28.3854
7/2/2021,DANISH KRONA,65.0483,65.1277,65.2072
7/2/2021,SDR,582.6029,583.3149,584.0268
7/1/2021,US DOLLAR,409.16,409.66,410.16
7/1/2021,POUNDS STERLING,564.8863,565.5766,566.2669
7/1/2021,EURO,485.9593,486.5532,487.147
7/1/2021,SWISS FRANC,442.1439,442.6842,443.2246
7/1/2021,YEN,3.6709,3.6754,3.6799
7/1/2021,CFA,0.7224,0.7324,0.7424
7/1/2021,WAUA,583.0737,583.7863,584.4988
7/1/2021,YUAN/RENMINBI,63.2729,63.3507,63.4284
7/1/2021,RIYAL,109.0919,109.2252,109.3585
7/1/2021,SOUTH AFRICAN RAND,28.6478,28.6829,28.7179
7/1/2021,DANISH KRONA,65.3287,65.4085,65.4883
7/1/2021,SDR,583.6258,584.339,585.0522
6/30/2021,US DOLLAR,409.16,409.66,410.16
6/30/2021,POUNDS STERLING,567.464,568.1575,568.8509
6/30/2021,EURO,486.6549,487.2496,487.8443
6/30/2021,SWISS FRANC,443.2456,443.7872,444.3289
6/30/2021,YEN,3.7011,3.7057,3.7102
6/30/2021,CFA,0.7224,0.7324,0.7424
6/30/2021,WAUA,583.0737,583.7863,584.4988
6/30/2021,YUAN/RENMINBI,63.3562,63.434,63.5119
6/30/2021,RIYAL,109.0948,109.2281,109.3614
6/30/2021,SOUTH AFRICAN RAND,28.6128,28.6478,28.6827
6/30/2021,DANISH KRONA,65.4352,65.5152,65.5952
6/30/2021,SDR,583.7895,584.5029,585.2163
6/29/2021,US DOLLAR,409.16,409.66,410.16
6/29/2021,POUNDS STERLING,565.7864,566.4778,567.1692
6/29/2021,EURO,486.5731,487.1677,487.7623
6/29/2021,SWISS FRANC,443.5339,444.0759,444.6179
6/29/2021,YEN,3.6975,3.702,3.7065
6/29/2021,CFA,0.7238,0.7338,0.7438
6/29/2021,WAUA,583.8133,584.5268,585.2402
6/29/2021,YUAN/RENMINBI,63.314,63.3918,63.4697
6/29/2021,RIYAL,109.0948,109.2281,109.3614
6/29/2021,SOUTH AFRICAN RAND,28.5137,28.5485,28.5834
6/29/2021,DANISH KRONA,65.4164,65.4963,65.5763
6/29/2021,SDR,584.526,585.2403,585.9546
6/28/2021,US DOLLAR,409.16,409.66,410.16
6/28/2021,POUNDS STERLING,568.2823,568.9768,569.6712
6/28/2021,EURO,487.1868,487.7822,488.3775
6/28/2021,SWISS FRANC,444.1598,444.7026,445.2453
6/28/2021,YEN,3.6875,3.692,3.6965
6/28/2021,CFA,0.7263,0.7363,0.7463
6/28/2021,WAUA,583.9626,584.6762,585.3898
6/28/2021,YUAN/RENMINBI,63.3473,63.4252,63.5031
6/28/2021,RIYAL,109.0977,109.231,109.3643
6/28/2021,SOUTH AFRICAN RAND,28.6852,28.7203,28.7553
6/28/2021,DANISH KRONA,65.4928,65.5729,65.6529
6/28/2021,SDR,584.6487,585.3632,586.0776
6/25/2021,US DOLLAR,409.17,409.67,410.17
6/25/2021,POUNDS STERLING,568.7463,569.4413,570.1363
6/25/2021,EURO,488.8354,489.4327,490.0301
6/25/2021,SWISS FRANC,446.0105,446.5555,447.1005
6/25/2021,YEN,3.6952,3.6997,3.7042
6/25/2021,CFA,0.7254,0.7354,0.7454
6/25/2021,WAUA,583.9381,584.6516,585.3652
6/25/2021,YUAN/RENMINBI,63.3685,63.4464,63.5243
6/25/2021,RIYAL,109.1033,109.2366,109.3699
6/25/2021,SOUTH AFRICAN RAND,29.0134,29.0488,29.0843
6/25/2021,DANISH KRONA,65.7143,65.7946,65.8749
6/25/2021,SDR,584.663,585.3775,586.0919
6/24/2021,US DOLLAR,409.17,409.67,410.17
6/24/2021,POUNDS STERLING,568.5417,569.2365,569.9312
6/24/2021,EURO,488.3853,488.9821,489.5789
6/24/2021,SWISS FRANC,445.1371,445.681,446.225
6/24/2021,YEN,3.6942,3.6987,3.7032
6/24/2021,CFA,0.7264,0.7364,0.7464
6/24/2021,WAUA,583.8255,584.539,585.2524
6/24/2021,YUAN/RENMINBI,63.2588,63.3365,63.4143
6/24/2021,RIYAL,109.1033,109.2366,109.3699
6/24/2021,SOUTH AFRICAN RAND,28.7486,28.7837,28.8188
6/24/2021,DANISH KRONA,65.6626,65.7429,65.8231
6/24/2021,SDR,584.5403,585.2546,585.9689
6/23/2021,US DOLLAR,409.18,409.68,410.18
6/23/2021,POUNDS STERLING,571.9109,572.6097,573.3086
6/23/2021,EURO,488.6428,489.2399,489.837
6/23/2021,SWISS FRANC,445.5842,446.1287,446.6732
6/23/2021,YEN,3.6913,3.6958,3.7003
6/23/2021,CFA,0.7229,0.7329,0.7429
6/23/2021,WAUA,582.9898,583.7022,584.4146
6/23/2021,YUAN/RENMINBI,63.1734,63.2511,63.3287
6/23/2021,RIYAL,109.1088,109.2422,109.3755
6/23/2021,SOUTH AFRICAN RAND,28.851,28.8863,28.9216
6/23/2021,DANISH KRONA,65.7053,65.7856,65.8659
6/23/2021,SDR,583.6953,584.4085,585.1218
6/22/2021,US DOLLAR,409.19,409.69,410.19
6/22/2021,POUNDS STERLING,568.815,569.5101,570.2051
6/22/2021,EURO,486.6906,487.2853,487.88
6/22/2021,SWISS FRANC,444.5784,445.1217,445.6649
6/22/2021,CFA,0.7227,0.7327,0.7427
6/22/2021,WAUA,583.2616,583.9743,584.687
6/22/2021,YUAN/RENMINBI,63.1935,63.2712,63.3488
6/22/2021,RIYAL,109.1144,109.2478,109.3811
6/22/2021,DANISH KRONA,65.4442,65.5242,65.6042
6/22/2021,SDR,583.955,584.6686,585.3821
6/22/2021,SOUTH AFRICAN RAND,28.5265,28.5614,28.5962
6/21/2021,US DOLLAR,409.2,409.7,410.2
6/21/2021,POUNDS STERLING,567.6422,568.3358,569.0294
6/21/2021,EURO,486.5797,487.1743,487.7688
6/21/2021,SWISS FRANC,444.0586,444.6012,445.1438
6/21/2021,YEN,3.7166,3.7212,3.7257
6/21/2021,CFA,0.7231,0.7331,0.7431
6/21/2021,WAUA,583.9237,584.6372,585.3507
6/21/2021,YUAN/RENMINBI,63.2634,63.3412,63.4189
6/21/2021,RIYAL,109.1113,109.2446,109.3779
6/21/2021,SOUTH AFRICAN RAND,28.7174,28.7525,28.7876
6/21/2021,DANISH KRONA,65.4186,65.4986,65.5785
6/21/2021,SDR,584.624,585.3384,586.0527
6/18/2021,US DOLLAR,409.2,409.7,410.2
6/18/2021,POUNDS STERLING,568.0514,568.7455,569.4396
6/18/2021,EURO,487.2754,487.8708,488.4662
6/18/2021,SWISS FRANC,445.3635,445.9077,446.4519
6/18/2021,YEN,3.7143,3.7188,3.7233
6/18/2021,CFA,0.7256,0.7356,0.7456
6/18/2021,WAUA,584.175,584.8888,585.6026
6/18/2021,YUAN/RENMINBI,63.5434,63.6215,63.6996
6/18/2021,RIYAL,109.1113,109.2446,109.3779
6/18/2021,SOUTH AFRICAN RAND,28.9539,28.9893,29.0247
6/18/2021,DANISH KRONA,65.5171,65.5971,65.6772
6/18/2021,SDR,584.8696,585.5842,586.2989
6/17/2021,US DOLLAR,409.21,409.71,410.21
6/17/2021,POUNDS STERLING,571.0116,571.7093,572.407
6/17/2021,SWISS FRANC,446.931,447.4771,448.0232
6/17/2021,YEN,3.6969,3.7014,3.7059
6/17/2021,CFA,0.7371,0.7471,0.7571
6/17/2021,WAUA,588.2882,589.007,589.7258
6/17/2021,YUAN/RENMINBI,63.4947,63.5727,63.6508
6/17/2021,RIYAL,109.1139,109.2473,109.3806
6/17/2021,SOUTH AFRICAN RAND,29.0053,29.0408,29.0762
6/17/2021,DANISH KRONA,65.6711,65.7514,65.8316
6/17/2021,SDR,589.1396,589.8595,590.5793
6/17/2021,EURO,488.474,489.0708,489.6677
6/16/2021,US DOLLAR,409.22,409.72,410.22
6/16/2021,POUNDS STERLING,577.9005,578.6066,579.3127
6/16/2021,EURO,496.0156,496.6216,497.2277
6/16/2021,SWISS FRANC,454.9922,455.5481,456.1041
6/16/2021,YEN,3.7229,3.7274,3.732
6/16/2021,CFA,0.7361,0.7461,0.7561
6/16/2021,WAUA,588.0757,588.7943,589.5128
6/16/2021,YUAN/RENMINBI,63.9437,64.0223,64.1009
6/16/2021,RIYAL,109.1166,109.2499,109.3832
6/16/2021,SOUTH AFRICAN RAND,29.7736,29.81,29.8463
6/16/2021,DANISH KRONA,66.6884,66.7699,66.8514
6/16/2021,SDR,588.9494,589.669,590.3886
6/15/2021,US DOLLAR,409.12,409.62,410.12
6/15/2021,POUNDS STERLING,574.65,575.3523,576.0546
6/15/2021,EURO,495.3625,495.9679,496.5733
6/15/2021,SWISS FRANC,454.4263,454.9817,455.537
6/15/2021,YEN,3.7149,3.7194,3.724
6/15/2021,CFA,0.7364,0.7464,0.7564
6/15/2021,WAUA,588.2941,589.013,589.732
6/15/2021,YUAN/RENMINBI,63.9071,63.9857,64.0642
6/15/2021,RIYAL,109.087,109.2203,109.3537
6/15/2021,SOUTH AFRICAN RAND,29.6487,29.685,29.7212
6/15/2021,DANISH KRONA,66.5994,66.6808,66.7622
6/15/2021,SDR,589.0101,589.7299,590.4498
6/11/2021,US DOLLAR,409.13,409.63,410.13
6/11/2021,POUNDS STERLING,579.1644,579.8722,580.58
6/11/2021,EURO,496.3565,496.9631,497.5697
6/11/2021,SWISS FRANC,456.0076,456.5649,457.1222
6/11/2021,YEN,3.7323,3.7368,3.7414
6/11/2021,CFA,0.7408,0.7508,0.7608
6/11/2021,WAUA,589.6182,590.3388,591.0594
6/11/2021,YUAN/RENMINBI,63.9816,64.0603,64.1389
6/11/2021,RIYAL,109.0868,109.2201,109.3534
6/11/2021,SOUTH AFRICAN RAND,30.1285,30.1653,30.2021
6/11/2021,DANISH KRONA,66.7335,66.8151,66.8967
6/11/2021,SDR,590.0473,590.7684,591.4895
6/10/2021,US DOLLAR,409.13,409.63,410.13
6/10/2021,POUNDS STERLING,576.8733,577.5783,578.2833
6/10/2021,EURO,497.9521,498.5607,499.1692
6/10/2021,SWISS FRANC,456.3127,456.8704,457.4281
6/10/2021,YEN,3.7336,3.7382,3.7427
6/10/2021,CFA,0.7408,0.7508,0.7608
6/10/2021,WAUA,589.6181,590.3387,591.0593
6/10/2021,YUAN/RENMINBI,63.9927,64.0713,64.15
6/10/2021,RIYAL,109.0664,109.1997,109.333
6/10/2021,SOUTH AFRICAN RAND,29.9591,29.9957,30.0323
6/10/2021,DANISH KRONA,66.9333,67.0151,67.0969
6/10/2021,SDR,590.7019,591.4238,592.1457
6/9/2021,US DOLLAR,409.14,409.64,410.14
6/9/2021,POUNDS STERLING,579.8741,580.5828,581.2914
6/9/2021,EURO,498.8644,499.4741,500.0837
6/9/2021,SWISS FRANC,456.8334,457.3917,457.95
6/9/2021,YEN,3.7395,3.7441,3.7487
6/9/2021,CFA,0.7408,0.7508,0.7608
6/9/2021,WAUA,589.6182,590.3387,591.0593
6/9/2021,YUAN/RENMINBI,64.0664,64.1451,64.2239
6/9/2021,RIYAL,109.0895,109.2228,109.3561
6/9/2021,SOUTH AFRICAN RAND,30.1861,30.223,30.2599
6/9/2021,DANISH KRONA,67.0677,67.1497,67.2317
6/9/2021,SDR,590.3072,591.0286,591.75
6/8/2021,US DOLLAR,409.15,409.65,410.15
6/8/2021,POUNDS STERLING,578.8654,579.5728,580.2802
6/8/2021,EURO,498.3447,498.9537,499.5627
6/8/2021,SWISS FRANC,456.5387,457.0966,457.6545
6/8/2021,YEN,3.7389,3.7435,3.7481
6/8/2021,CFA,0.7396,0.7496,0.7596
6/8/2021,WAUA,589.3161,590.0362,590.7564
6/8/2021,YUAN/RENMINBI,63.9418,64.0204,64.099
6/8/2021,RIYAL,109.0921,109.2254,109.3588
6/8/2021,SOUTH AFRICAN RAND,30.2424,30.2794,30.3164
6/8/2021,DANISH KRONA,66.9991,67.081,67.1628
6/8/2021,SDR,589.9943,590.7153,591.4363
6/7/2021,US DOLLAR,409.17,409.67,410.17
6/7/2021,POUNDS STERLING,579.8348,580.5434,581.2519
6/7/2021,EURO,497.7533,498.3636,498.9718
6/7/2021,YEN,3.7429,3.7474,3.752
6/7/2021,CFA,0.7368,0.7468,0.7568
6/7/2021,WAUA,588.0145,588.7331,589.4516
6/7/2021,YUAN/RENMINBI,63.9589,64.0375,64.1161
6/7/2021,RIYAL,109.1004,109.2337,109.367
6/7/2021,SOUTH AFRICAN RAND,30.3728,30.4099,30.447
6/7/2021,DANISH KRONA,66.9235,67.0052,67.087
6/7/2021,SDR,588.7138,589.4332,590.1526
6/4/2021,US DOLLAR,409.18,409.68,410.18
6/4/2021,POUNDS STERLING,578.5396,579.2466,579.9535
6/4/2021,EURO,495.9262,496.5322,497.1382
6/4/2021,SWISS FRANC,452.5827,453.1357,453.6888
6/4/2021,YEN,3.7161,3.7206,3.7252
6/4/2021,CFA,0.7412,0.7512,0.7612
6/4/2021,WAUA,589.8784,590.5992,591.32
6/4/2021,YUAN/RENMINBI,63.8307,63.9092,63.9876
6/4/2021,RIYAL,109.103,109.2363,109.3697
6/4/2021,SOUTH AFRICAN RAND,29.9583,29.9949,30.0316
6/4/2021,DANISH KRONA,66.6612,66.7427,66.8242
6/4/2021,SDR,590.5695,591.2911,592.0128
6/3/2021,US DOLLAR,409.2,409.7,410.2
6/3/2021,POUNDS STERLING,580.1638,580.8727,581.5816
6/3/2021,EURO,498.6511,499.2604,499.8697
6/3/2021,SWISS FRANC,454.7677,455.3234,455.8791
6/3/2021,YEN,3.7261,3.7307,3.7352
6/3/2021,CFA,0.7412,0.7512,0.7612
6/3/2021,WAUA,589.5109,590.2312,590.9515
6/3/2021,YUAN/RENMINBI,63.9806,64.0592,64.1378
6/3/2021,SOUTH AFRICAN RAND,30.177,30.2139,30.2507
6/3/2021,DANISH KRONA,67.0369,67.1188,67.2007
