$id,CalculateChangePercent,Id,Symbol,PrevClosingPrice,OpeningPrice,HighPrice,LowPrice,ClosePrice,Change,PercChange,Trades,Volume,Value,Market,Sector,Company2,TradeDate
144,0,144,UNIONDICON,9.9,9.9,,,,,,1,500,4475,Main Board,CONSUMER GOODS,UNIONDICON [BRS],2022-01-27T00:00:00
145,0,148,UNITYBNK,0.49,0.49,0.49,0.49,0.49,0,,5,290000,142450,Main Board,FINANCIAL SERVICES,UNITYBNK ,2022-01-27T00:00:00
146,0,19,UNIVINSURE,0.2,0.2,,,,,,1,10000,2000,Main Board,FINANCIAL SERVICES,UNIVINSURE ,2022-01-27T00:00:00
147,1.7857142857142858,141,UPDC,1.12,1.12,1.14,1.14,1.14,0.02,1.79,13,412272,467288.42,Main Board,CONSTRUCTION/REAL ESTATE,UPDC [BLS],2022-01-27T00:00:00
148,0,14,UPDCREIT,3.95,3.95,,,,,,13,113791,438798.7,Real Estate Investment Trust & Close End Fund,CONSTRUCTION/REAL ESTATE,UPDCREIT ,2022-01-27T00:00:00
149,0,20,UPL,2.94,2.94,,,,,,4,35370,93730.5,Main Board,SERVICES,UPL ,2022-01-27T00:00:00
150,0,46,VANLEER,5.45,5.45,,,,,,0,,,Main Board,INDUSTRIAL GOODS,VANLEER ,2022-01-27T00:00:00
151,0,149,VERITASKAP,0.21,0.21,,,,,,2,11100,2442,Main Board,FINANCIAL SERVICES,VERITASKAP ,2022-01-27T00:00:00
152,0,15,VITAFOAM,22.2,22.2,,,,,,31,418250,9228027.05,Main Board,CONSUMER GOODS,VITAFOAM ,2022-01-27T00:00:00
153,1.1857707509881423,134,WAPCO,25.3,25.3,25.6,25.4,25.6,0.3,1.19,64,3149173,80225423.45,Premium Board,INDUSTRIAL GOODS,WAPCO ,2022-01-27T00:00:00
154,2.0408163265306123,16,WAPIC,0.49,0.49,0.5,0.48,0.5,0.01,2.04,21,3890162,1908847.77,Main Board,FINANCIAL SERVICES,WAPIC ,2022-01-27T00:00:00
155,-2.3529411764705883,17,WEMABANK,0.85,0.85,0.84,0.83,0.83,-0.02,-2.35,14,561155,468256.3,Main Board,FINANCIAL SERVICES,WEMABANK ,2022-01-27T00:00:00
156,0.3937007874015748,18,ZENITHBANK,25.4,25.4,25.5,25.45,25.5,0.1,0.39,155,5374080,136838393.05,Premium Board,FINANCIAL SERVICES,ZENITHBANK ,2022-01-27T00:00:00
